S100A9	2.26114567447042e-05
CARNS1	8.917259e-05
CP	9.38718830084981e-05
BAG3	0.000126684177416
NR4A2	0.0002965991832829
NPY	0.0005711525303543
SLC7A4	0.0008502882620853
TMEM100	0.0009777351564569
STYK1	0.0010659068699323
AMIGO2	0.0011928008463228
ANGPTL4	0.002011975812644
S100A8	0.0020867943758416
EGR2	0.0023123715191429
PCSK1	0.0023245144185348
FREM3	0.0038336923034047
ATF3	0.0038433678922142
TSPAN15	0.0051089354286554
MAG	0.0053547429327339
NACAD	0.0053547429327339
TMEM200A	0.0058105110402315
MT1X	0.0068958855888437
NR4A1	0.0071583718256041
RFPL2	0.0073246257906281
COL3A1	0.0074214877649782
MTRNR2L1	0.0078677514874654
SOCS3	0.0082042131030969
CCDC144CP	0.0082905966526609
GSG1	0.0087811835724008
SLC14A1	0.0106849670555849
INTS6-AS1	0.0108250232069135
MPEG1	0.0110525769708489
MYRF	0.0126472280335533
SIX3	0.0136432116676544
LIMS2	0.0163778896215126
GJB1	0.01637789
PPP1R17	0.0165263738223083
ARHGAP20	0.0167561200438558
NR4A3	0.0169061660204212
RGS8	0.0169061660204212
ARC	0.0169061660204212
C6ORF99	0.0170777484124814
NGFR	0.0172695292743292
BDNF	0.0172695292743292
FGFR4	0.0181317783309534
CSF3	0.0181460473308708
DPYSL5	0.01890587
FA2H	0.018905870300706
AZIN2	0.018905870300706
MDK	0.0195924739182958
MT1E	0.0195924739182958
MEX3A	0.0195924739182958
NQO1	0.0198637443146128
NETO2	0.0202489922782511
OTUB2	0.0209688201631772
TMPRSS3	0.0215066703539345
FKBP5	0.0217259545210766
MFAP4	0.0217376176003412
OCA2	0.0229754243737711
PLA1A	0.0240823128315302
CNN1	0.0241884435783126
EDN1	0.0248374180499427
SOWAHB	0.0252209283740839
CDH9	0.0262009590044657
PENK	0.0267667440769347
PAIP2B	0.0271773295996847
PRKCDBP	0.0280688777306392
DCLK1	0.0288376067110176
NELL1	0.0291819416385628
KCNK1	0.0326951723530245
CYB5R2	0.03274606
CNP	0.03274606
MYH11	0.0328674526932774
EMP1	0.0334140274500158
CYP26B1	0.0334416297348196
NPTX2	0.0336978052004273
ACTA2	0.0347314865812345
MT1F	0.0349176736584386
IER5	0.0357379538805877
TMEM155	0.0371869039512797
E2F3	0.0379082118464225
ANKRD34C	0.0379082118464225
C11ORF87	0.0382731640686926
PLD4	0.03843829
DKK2	0.0394301376065962
AOC3	0.0395240942419082
MT1G	0.0401068250764113
MT2A	0.0429267564651018
EPHA5	0.0442605371334597
CA12	0.0451467848936344
SYNJ1	0.0456088934335432
PLOD2	0.0458739405068341
PLIN5	0.0462803203771169
AHRR	0.0462803203771169
SLC32A1	0.0462803203771169
STARD4	0.0465199764061968
OSMR	0.0483038071564314
HSPA2	0.0483038071564314
CRH	0.0483832137141391
GTF2IRD2	0.0492138437729249
DES	0.0499832853978692
