"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000003_TSPAN6",26.2517300546167,0.187672909247585,0.333125488980806,0.563370007566124,0.573182955917444,0.999992433681632
"ENSG00000000005_TNMD",0.499036745461959,-0.899069609099064,1.65226741342426,-0.544142916451869,0.586343129787745,0.999992433681632
"ENSG00000000419_DPM1",41.0938836074573,-0.196082505965442,0.238576386837487,-0.821885638242186,0.411141987520888,0.999992433681632
"ENSG00000000457_SCYL3",22.1950058191372,-0.21203466530077,0.301806528525089,-0.702551619201119,0.482335222169483,0.999992433681632
"ENSG00000000460_C1orf112",4.58638227135639,0.211677817438785,0.530354535630647,0.399125119552486,0.689801014152503,0.999992433681632
"ENSG00000000938_FGR",15.6467730312931,0.511506661997268,0.370772526549933,1.3795700203488,0.167719073373041,0.999992433681632
"ENSG00000000971_CFH",44.7423568099192,0.462423318330851,0.473532282596848,0.97654021769102,0.328796827978929,0.999992433681632
"ENSG00000001036_FUCA2",23.8431863186579,-0.0589301501206301,0.277861886243422,-0.21208432332099,0.832041249695529,0.999992433681632
"ENSG00000001084_GCLC",75.8252764117232,-0.0191436273132641,0.223414277872922,-0.0856866781099506,0.931715492504426,0.999992433681632
"ENSG00000001167_NFYA",36.4975641047116,-0.189116776237504,0.315921622693452,-0.598619286091124,0.549426792150669,0.999992433681632
"ENSG00000001460_STPG1",32.2635903032524,0.139940739445378,0.304799665709139,0.459123664456114,0.646145363856792,0.999992433681632
"ENSG00000001461_NIPAL3",212.466644470812,-0.00488569733240107,0.260774063658679,-0.0187353652577806,0.985052215804963,0.999992433681632
"ENSG00000001497_LAS1L",108.325761760248,0.0392682138636525,0.187544689828174,0.209380568970678,0.834151160305468,0.999992433681632
"ENSG00000001561_ENPP4",67.5113862597126,-0.349334256772337,0.274785019757659,-1.27130022255371,0.203621863207818,0.999992433681632
"ENSG00000001617_SEMA3F",12.1690869162132,-0.280647637376118,0.369621920839835,-0.75928299040935,0.447683290397175,0.999992433681632
"ENSG00000001626_CFTR",5.55709485405707,-0.0923676520882196,0.725651268226749,-0.127289313934413,0.898711417753936,0.999992433681632
"ENSG00000001629_ANKIB1",121.936602733991,0.200938560442991,0.24316690268232,0.826340090803815,0.408611197419697,0.999992433681632
"ENSG00000001630_CYP51A1",2.0816609771129,-0.417565656608663,0.837981779276872,-0.498299207614033,0.618273166281614,0.999992433681632
"ENSG00000001631_KRIT1",23.5125297729553,-0.325146128832642,0.288029240489641,-1.12886500092804,0.258954787013047,0.999992433681632
"ENSG00000002016_RAD52",29.4183841229115,0.353397170364877,0.307935135988941,1.14763509928782,0.25111923373704,0.999992433681632
"ENSG00000002079_MYH16",0.997886077868412,0.987695492533407,1.19260673113351,0.82818205427589,0.407567405385432,0.999992433681632
"ENSG00000002330_BAD",103.08049684008,-0.194927689959022,0.292322539151879,-0.666824017486198,0.504884549556012,0.999992433681632
"ENSG00000002549_LAP3",59.1379981334625,0.167992547942487,0.246257729015143,0.682181828827623,0.495123983259125,0.999992433681632
"ENSG00000002586_CD99",151.27424065501,0.152857337193134,0.32390334589592,0.471922686597539,0.636981974198512,0.999992433681632
"ENSG00000002587_HS3ST1",14.9130369793533,-0.0215791093260207,0.322027017006285,-0.0670102450615179,0.946573547155057,0.999992433681632
"ENSG00000002745_WNT16",2.55329636314994,0.289145778610001,0.832636557115665,0.347265293769505,0.728392021829295,0.999992433681632
"ENSG00000002746_HECW1",114.236433271164,-0.227017042387555,0.253760867964659,-0.894610127276093,0.370995536252438,0.999992433681632
"ENSG00000002822_MAD1L1",30.2738970450207,-0.108761487032473,0.272215744366943,-0.399541500751196,0.689494250902112,0.999992433681632
"ENSG00000002834_LASP1",258.000117224425,0.0105330991324851,0.174962100078884,0.0602021759440254,0.95199461270757,0.999992433681632
"ENSG00000002919_SNX11",32.3172546995839,0.1050034569524,0.280798563290244,0.373945848305016,0.708444604841723,0.999992433681632
"ENSG00000002933_TMEM176A",27.0472663129005,0.128497084318455,0.238929526867256,0.537803284521818,0.590712864176507,0.999992433681632
"ENSG00000003056_M6PR",52.4322098461522,-0.0480836449818311,0.267780906664271,-0.179563381052092,0.857495355023543,0.999992433681632
"ENSG00000003096_KLHL13",18.2372664011407,-0.169979269002496,0.328322513641371,-0.517720418003883,0.604653350293004,0.999992433681632
"ENSG00000003137_CYP26B1",28.1540526663136,-0.483142984358426,0.412849009650351,-1.17026557667562,0.241894110198425,0.999992433681632
"ENSG00000003147_ICA1",87.9743265722877,-0.20828434037286,0.226717491797053,-0.918695503915097,0.358254862175798,0.999992433681632
"ENSG00000003249_DBNDD1",182.356558927043,-0.235723592069628,0.230840165430624,-1.02115501273314,0.307181002566313,0.999992433681632
"ENSG00000003393_ALS2",76.5741718682732,-0.0698379137688625,0.187173442039413,-0.373118712825492,0.709060091914488,0.999992433681632
"ENSG00000003400_CASP10",7.79095468543841,0.222760261706185,0.507670188029903,0.438789330077943,0.660814192315238,0.999992433681632
"ENSG00000003402_CFLAR",127.091540946903,0.288788248267126,0.282768711039703,1.02128784760269,0.307118082268134,0.999992433681632
"ENSG00000003436_TFPI",6.98842938847453,-0.176342623548208,0.575422297328246,-0.306457751753778,0.759256142514794,0.999992433681632
"ENSG00000003509_NDUFAF7",28.5819016465837,-0.16795247814512,0.257420350973917,-0.652444445474856,0.514114500281792,0.999992433681632
"ENSG00000003756_RBM5",192.759097831482,-0.0621526407448156,0.179078438664423,-0.347069369201303,0.72853920469484,0.999992433681632
